Company ID,Company Name,Name Source,Website URL,Career URL,LinkedIn URL,Email,Location,Tech Stack,Employee Count Hint,AIUB/Total Hint,Status/Research Hint,Notes,Additional Websites,Additional Career URLs,Additional LinkedIn URLs,Additional Emails,Corporate Domains,Source Rows,Source Row Count,Needs Manual Review,Review Reasons,Needs Enrichment,Enrichment Reasons,Active,Recommended Action
C0976,Maxit,domain_inferred,,https://maxit.com.bd/career/,,,,,,,,,,,,,maxit.com.bd,1167,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0151,Mediasoft Data Systems,explicit,https://mediasoftbd.com,,,,,node js,,,,Comment: node js ❌,https://career.mediasoftbd.com/; https://mediasoftbd.com/ https://career.mediasoftbd.com/,,,,mediasoftbd.com,202; 584; 1300,3,YES,Source review: multiple_domains,NO,,YES,MANUAL_REVIEW
C0407,Meet Xpert BD,linkedin_inferred,,,https://www.linkedin.com/company/meet-xpert-bd/?originalSubdomain=bd,,,,2.0,,,Specialization They Need: 2 emp,,,,,,519,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1051,Metronet Bangladesh,explicit,https://metronet.com.bd,,,,,,,,not loading,Comment: not loading,,,,,metronet.com.bd,1299,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0089,Mevrik Ltd,explicit,https://mevrik.com,https://www.mevrik.com/career,,,,ai,,,,Tech Stack: AI,,,,,mevrik.com,120; 1078,2,NO,,NO,,YES,MONITOR_READY
C0921,Mgi,email_inferred,,,,career@mgi.org,,,,,,Is Applied: yes | Re Apply Count: 21 Apr,,,,,,1103,1,YES,Source review: contact_only,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,MANUAL_REVIEW
C0919,Miaki,domain_inferred,https://www.miaki.co/miaki_career,,,,,node js,,,hiring,Tech Stack: senior node js hiring | Openning: try | Is Applied: yes,,,,,miaki.co,1099,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0148,Microdeft,explicit,https://microdeft.com,,,,,laravel,,,,Comment: Laravel related,https://microdeft.com/,,,,microdeft.com,199; 1288,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0674,Micromac Techno Valley Ltd,linkedin_inferred,,,https://www.linkedin.com/company/micromac-techno-valley-ltd-/,,,,,1/24,,Specialization They Need: 1 of 24,,,,,,816,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0623,Micronetbd Inc,linkedin_inferred,,,https://www.linkedin.com/company/micronetbd-inc/,,,,,1/6,,Openning: 1 of 6 (country manager),,,,,,762,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0892,microtechinteractivebd,explicit,,,,,,,,,,"Tech Stack: ar vr animation, digital security",,,,,,1064,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0538,Microters,linkedin_inferred,,,https://www.linkedin.com/company/microters/,,,,16.0,,,Tech Stack: comilla | Openning: 16 emp,,,,,,665,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0283,Microxen,domain_inferred,,https://www.microxen.com/careers,,,,,,,,,,,,,microxen.com,386,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0754,Mieclab,linkedin_inferred,,,https://www.linkedin.com/company/mieclab/?originalSubdomain=ke,,,,,,,,,,,,,899,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0221,Mihcm,domain_inferred,,https://app.mihcm.com/CareerPortal/Careers?q=YtlHovww0gTI1YyH%2FbW2fQ%3D%3D,,,,,,,,,,,,,mihcm.com,321,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0166,Minute School,explicit,https://minuteschool.com,,,,,,,,,,,,,,minuteschool.com,226,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0582,Mirailit,domain_inferred,https://mirailit.com/,,https://www.linkedin.com/company/mirailit/,,,,15.0,,,Tech Stack: https://mirailit.com/ | Openning: 15 emp,,,,,mirailit.com,709,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0677,Mirinfosys,linkedin_inferred,,,https://www.linkedin.com/company/mirinfosys/?trk=ppro_cprof,,,,,9/82,,Specialization They Need: 9 of 82,,,,,,820,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0394,Mirtelecom BD,domain_inferred,https://www.mirtelecom-bd.com/,,,,,,,,,,,,,,mirtelecom-bd.com,503,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0316,Misfit,domain_inferred,https://www.misfit.tech/,,https://www.linkedin.com/company/misfit-technologies-ltd/people/,,,,,,,Openning: https://www.misfit.tech/,,,,,misfit.tech,421,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0104,MISLBD,explicit,https://www.mislbd.com,,,,,,,,,Openning: islamic,https://mislbd.com/application-platform/,,,,mislbd.com,137; 945,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0300,Mitisol,domain_inferred,,https://www.mitisol.net/career,,info@mitisol.net,dhaka,,,,,"Openning: https://www.mitisol.net/career | Location: Bir Uttam Mir Shawkat Sarak, Dhaka",,,,,mitisol.net,403,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0272,Mj Group,domain_inferred,https://www.mj-group.com/,https://www.mj-group.com/career,https://www.linkedin.com/company/m-j-group/,,,,,3/344,,Tech Stack: Error || Tech Stack: Cool Website | Openning: https://www.linkedin.com/company/m-j-group/ | Years of Exp want: 3 of 344 | Re Apply Count: Farid khalur chakri er jonno try korte hobe,,,,,mj-group.com,374; 985,2,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C1004,Mmitsoft,domain_inferred,https://mmitsoft.com,,,,,,,,"hiring, no hiring, no hiring page",Tech Stack: no hiring page found,,,,,mmitsoft.com,1206,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0964,Momagicbd,domain_inferred,https://www.momagicbd.com/,,,,,,,,,Openning: cool | Is Applied: virus issue,,,,,momagicbd.com,1154,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0648,Mondaydigital,linkedin_inferred,,,https://www.linkedin.com/company/mondaydigital/,,,,,3/9,,Specialization They Need: 3 of 9,,,,,,790,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0984,Monicotechnologies,domain_inferred,,https://monicotechnologies.com/career/,,career@monicotechnologies.com,,,,,planning,Tech Stack: https://monicotechnologies.com/career/ | Is Applied: planning,,,,,monicotechnologies.com,1175,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0663,Monstarlab,linkedin_inferred,,,https://www.linkedin.com/company/monstarlab/,,,,,6/23,,Specialization They Need: 6 of 23,,,,,,805,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0074,Monstarlab Bangladesh,explicit,https://monstar-lab.com/bd/,,,,,,,,,,https://monstar-lab.com/bd,,,,monstar-lab.com,95; 175,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0806,Mpower Social,domain_inferred,,https://mpower-social.com/career/,,,,,,,,,,,,,mpower-social.com,960,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0363,Multiengineeringbd,domain_inferred,,https://www.multiengineeringbd.com/careers/,,,,,,,not working,Openning: not working ...,,,,,multiengineeringbd.com,470,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0983,Multimode Group HR,explicit,,,https://www.linkedin.com/in/afroja-huq-3487b5203/,career@multimodebd.com,,,,,planning,Openning: career@multimodebd.com | Years of Exp want: IT | Is Applied: planning | Location: https://www.linkedin.com/in/afroja-huq-3487b5203/,,,,,,1174,1,NO,,YES,Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0682,Mulytic Energy,linkedin_inferred,,,https://www.linkedin.com/company/mulytic-energy/?originalSubdomain=de,,,,,1/4,,Specialization They Need: 1 of 4,,,,,,826,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0819,Munshiengineers,domain_inferred,https://www.munshiengineers.com/,,,,,,,,,Tech Stack: Super cool website,,,,,munshiengineers.com,976,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0597,Munshihr,domain_inferred,,https://munshihr.com/career/,,,,,,,,Tech Stack: Big Company May be,,,,,munshihr.com,724,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0550,Musemind,domain_inferred,,https://musemind.agency/career,,,,,,,planning,Is Applied: planning,,,,,musemind.agency,677,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0750,Mvisolutions,linkedin_inferred,,,https://www.linkedin.com/company/mvisolutions/,,,,,,,,,,,,,895,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0282,Mwtil,domain_inferred,https://mwtil.com/,,,,,,,,,,,,,,mwtil.com,385,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0369,Myoffer360degree,domain_inferred,,https://www.myoffer360degree.com/careers/,,,uttara,,,,,Openning: uttara Cool,,,,,myoffer360degree.com,476,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0898,Mysoftheaven,domain_inferred,,https://www.mysoftheaven.com/career/jobs,,,,ai,,,,Openning: AI Engineer,,,,,mysoftheaven.com,1072,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0658,Mysoftlimited,linkedin_inferred,,,https://www.linkedin.com/company/mysoftlimited/?originalSubdomain=bd,,,,,2/71,,Specialization They Need: 2 out of 71,,,,,,800,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0755,N2sys,linkedin_inferred,,,https://www.linkedin.com/company/n2sys/?originalSubdomain=bd,,,,,,,Openning: IT Support nd Solution,,,,,,900,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0399,Naannananann,linkedin_inferred,,,https://www.linkedin.com/company/naannananann/,,,,,,,Openning: penta global limited .. nice ...,,,,,,508,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1030,Nagorik,domain_inferred,,https://nagorik.tech/careers,,,,,,,,,,,,,nagorik.tech,1239,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0848,Nahidfordhaka11,domain_inferred,https://nahidfordhaka11.com/,,,,,,,,,Openning: cool animation ..,,,,,nahidfordhaka11.com,1010,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0753,Nano Information Technology Nanosoft,linkedin_inferred,,,https://www.linkedin.com/company/nano-information-technology-nanosoft/,,,,,,,,,,,,,898,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0149,Nano IT,explicit,https://nanoit.world,,,info@nanoit.com.bd,,php,,,not loading,Comment: site is not loading || Comment: php based | mail to: info@nanoit.com.bd,https://nanoit.world/; https://nanoitworld.com/,,,,nanoit.world; nanoitworld.com,200; 1254; 1301,3,YES,Multiple different explicit company names merged; Multiple corporate domains,NO,,YES,MANUAL_REVIEW
C0153,Nascenia,explicit,https://nascenia.com,https://nascenia.com/careers/,,,,,,,,Location: https://nascenia.com/careers/,https://nascenia.com/,,,,nascenia.com,207; 561,2,NO,,NO,,YES,MONITOR_READY
C0325,Nativedigital,domain_inferred,https://nativedigital.com.bd/,,,,,,,,,Tech Stack: looks cool but cannot reach | Is Applied: -----,,,,,nativedigital.com.bd,431,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0560,Navigatortechnologies,linkedin_inferred,,,https://www.linkedin.com/company/navigatortechnologies/?originalSubdomain=bd,,,,,2/4,,Specialization They Need: 2 out of 4,,,,,,687,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0418,Nazabigroup,domain_inferred,https://nazabigroup.com/,,https://www.linkedin.com/company/nazabigroup/,,,,3.0,,,Tech Stack: https://nazabigroup.com/ | Specialization They Need: 3 emp,,,,,nazabigroup.com,531,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0781,Nazihartech,domain_inferred,http://www.nazihartech.com/,,,,,,,,,Tech Stack: aiub er ek vai job kore .. but nam mone nai,,,,,nazihartech.com,931,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0938,Naztech,domain_inferred,,https://naztech.io/job-openings/,,recruitment@naztech.us.com,,,,,,Is Applied: yes | Re Apply Count: 22 Jun-e | Location: recruitment@naztech.us.com,,,,,naztech.io,1123,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0371,Nerddevs,domain_inferred,https://nerddevs.com/,,https://www.linkedin.com/company/nerddevs/people/,,aftabnagar,,,,,Tech Stack: https://nerddevs.com/ | Openning: cool aftabnagar,,,,,nerddevs.com,478,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0285,Netcoden,domain_inferred,,https://netcoden.com/careers/,,,pallabi,,,,,Openning: pallabi,,,,,netcoden.com,388,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0795,Netplanetsoft,domain_inferred,https://www.netplanetsoft.com/#,,,info@netplanetsoft.com,,,,,must try,Tech Stack: https://www.netplanetsoft.com/# | Openning: must try,,,,,netplanetsoft.com,947,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0398,Networld BD Plc,linkedin_inferred,,,https://www.linkedin.com/company/networld-bd-plc/,,,,,,,,,,,,,507,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0345,Neural Semiconductor,domain_inferred,,https://www.neural-semiconductor.com/career,,,,,,,,Openning: VLSI,,,,,neural-semiconductor.com,452,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0845,Neuron33,domain_inferred,https://neuron33.com/,,,,,,,,,Openning: cool icons,,,,,neuron33.com,1007,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0415,Newgen Technology Limited,linkedin_inferred,,,https://www.linkedin.com/company/newgen-technology-limited/?originalSubdomain=bd,,,,,,,,,,,,,528,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1028,Nexdecade,domain_inferred,,https://www.nexdecade.com/life-at-a-glance/career,,,,,,,no opening,Tech Stack: no opening rn,,,,,nexdecade.com,1237,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0809,Nexkraft,domain_inferred,,https://www.nexkraft.com/career/#currentlyOpen,,,,,,,promising,Openning: super promising,,,,,nexkraft.com,965,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0264,next page technology ltd hiring,explicit,,,,,,,,,hiring,Tech Stack: search in google,,,,,,365,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0703,Nextbell,linkedin_inferred,,,https://www.linkedin.com/company/nextbell/,,,,22.0,,,Specialization They Need: 22 emp,,,,,,847,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0489,nexterasoftware,explicit,,,,,,,,,,Location: 2025 comilla,,,,,,615,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0479,Nextgen Data Systems Ltd,linkedin_inferred,,,https://www.linkedin.com/company/nextgen-data-systems-ltd/?originalSubdomain=bd,,,,2.0,,,Specialization They Need: 2 emp,,,,,,605,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0842,Nextgenbd,domain_inferred,https://nextgenbd.net/,,,,,,,,,,,,,,nextgenbd.net,1004,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0348,Nextgenitltd,domain_inferred,https://www.nextgenitltd.com/,,,info@nextgenitltd.com,,,,,,Tech Stack: info@nextgenitltd.com | Specialization They Need: have carrer page but errro,,,,,nextgenitltd.com,455,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0676,Nextitltd,linkedin_inferred,,,https://www.linkedin.com/company/nextitltd/,,,,,1/29,,Specialization They Need: 1 of 29,,,,,,819,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0535,Nextivesolution,domain_inferred,,https://www.nextivesolution.com/career,https://www.linkedin.com/in/nextivesolution/,,,,,,planning,Tech Stack: https://www.linkedin.com/in/nextivesolution/ | Openning: hire back end | Is Applied: planning | Re Apply Count: check please please,,,,,nextivesolution.com,662,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0329,Nextsolutionlab,domain_inferred,,https://www.nextsolutionlab.com/career,,,,,,,must apply,Openning: fullstack must apply,,,,,nextsolutionlab.com,435,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0076,Nextzen Limited,explicit,https://www.nextzen.net/,,,,,,,,,,https://www.nextzen.net,,,,nextzen.net,97; 173,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0615,Ngitalbd,linkedin_inferred,,,https://www.linkedin.com/company/ngitalbd/,,,,18.0,,,Tech Stack: marketing agency | Specialization They Need: 18 emp || Openning: marketing | Years of Exp want: 18 emp,,,,,,743; 746,2,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0488,Niduslab,domain_inferred,,https://niduslab.com/career/employment-opportunities,,,,"ai, laravel",,,"hiring, planning","Openning: hiring ai engineer , ui, laravel | Is Applied: planning",,,,,niduslab.com,614,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0911,Niftycoders,domain_inferred,https://www.niftycoders.com/contact-us,,,rezwan@niftycoders.com,uttara,,,,,"Tech Stack: Sector - 03, Uttara | Openning: WWS - opportunity work with senior | Years of Exp want: rezwan@niftycoders.com",,,,,niftycoders.com,1086,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0412,Niftyitsolution,domain_inferred,,https://niftyitsolution.com/career/ https://niftyitsolution.com/career/#jobs,https://www.linkedin.com/company/niftyitsolution/,hr@niftyitsolution.com,,node js,,4/18,,Tech Stack: hr@niftyitsolution.com | Openning: node js | Specialization They Need: https://niftyitsolution.com/career/#jobs | Years of Exp want: 4 of 18 | Re Apply Count: need to check | Location: https://www.linkedin.com/company/niftyitsolution/,,,,,niftyitsolution.com,524,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0746,Nilavo Technologies Ltd.,linkedin_inferred,,,https://www.linkedin.com/company/nilavo-technologies-ltd./,,,,4.0,,,Specialization They Need: 4 emp,,,,,,891,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0942,Nitex,domain_inferred,https://nitex.com/ https://nitex.com/page/talent,,,,,,,,,Tech Stack: https://nitex.com/page/talent | Is Applied: yes | Re Apply Count: 22 Jun-e,,,,,nitex.com,1127,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0543,Nitsol Bangladesh Limited,linkedin_inferred,,,https://www.linkedin.com/company/nitsol-bangladesh-limited/?originalSubdomain=bd,,,,22.0,,,Openning: 22 emp | Specialization They Need: cctv,,,,,,670,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0389,nksoft,explicit,https://www.fusioninfotechltd.com/,,,,,,,,,Location: https://www.fusioninfotechltd.com/,,,,,fusioninfotechltd.com,498,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0670,Nns Solution Limited,linkedin_inferred,,,https://www.linkedin.com/company/nns-solution-limited/,,,,,3/27,,Specialization They Need: 3 of 27,,,,,,812,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1043,Nobo IT,explicit,https://www.noboit.com/,,,,,,,,not loading,Comment: site is not loading || Comment: can not find urll,https://www.noboit.com,,,,noboit.com,1272; 1302,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0271,Nodesdigitalbd,domain_inferred,,https://www.nodesdigitalbd.com/career/,,,,java,,,,Tech Stack: IOT java,,,,,nodesdigitalbd.com,372,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0090,Nogor Solutions,explicit,https://nogorsolutions.com,https://nogorsolutions.com/career,,,,laravel,,,,Tech Stack: laravel vue,,,,,nogorsolutions.com,121; 1067,2,NO,,NO,,YES,MONITOR_READY
C0026,Noorhikmah,domain_inferred,https://noorhikmah.com/ https://www.tirzok.com/about-us,,,info@noorhikmah.com,,,,,,mail to: info@noorhikmah.com | Location: https://www.tirzok.com/about-us,,,,,noorhikmah.com,42,1,YES,Source review: multiple_domains,YES,Company name inferred from domain/LinkedIn/email,YES,MANUAL_REVIEW
C0823,Notionhive,domain_inferred,,https://notionhive.com/career#openings,,,,,,,,Tech Stack: cool company,,,,,notionhive.com,980,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0955,Nrdcompanies,domain_inferred,,https://www.nrdcompanies.com/career/,,,,,,,,Openning: apply for bangladesh | Is Applied: yes,,,,,nrdcompanies.com,1140,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0327,Nuport,domain_inferred,https://www.nuport.io/integrations,,,,,,,,,Openning: for idea gathering of a project,,,,,nuport.io,433,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0970,Nybsys,domain_inferred,,https://nybsys.com/career/,,hrd@nybsys.com,,,,,,Is Applied: mail address not found | Location: https://nybsys.com/career/,,,,,nybsys.com,1161,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0664,Nyk Advance Limited,linkedin_inferred,,,https://www.linkedin.com/company/nyk-advance-limited/,,,,,1/15,,Specialization They Need: 1 of 15,,,,,,806,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0195,Nymphsolutions,domain_inferred,https://career.nymphsolutions.com/,,,,,,,,,,,,,,nymphsolutions.com,292,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0726,Nztech Xyz,linkedin_inferred,,,https://www.linkedin.com/company/nztech-xyz/,,,,2.0,,,Specialization They Need: 2 emp,,,,,,870,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0867,Oberon Services,domain_inferred,https://oberon-services.com,,,,rampura,cyber,,,,Tech Stack: cyber | Openning: rampura,,,,,oberon-services.com,1032,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0798,Objectcanvas,domain_inferred,,https://www.objectcanvas.com/careers,,,,,,,must try,Openning: must try,,,,,objectcanvas.com,950,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0261,Oblivionsolutions,linkedin_inferred,,,https://www.linkedin.com/company/oblivionsolutions/,,,,,,,,,,,,,362,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0937,Octopi,domain_inferred,https://octopi.com.bd/play-with-us/,,,info@octopi.com.bd,,,,,,Is Applied: yes | Location: https://octopi.com.bd/play-with-us/,,,,,octopi.com.bd,1122,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0990,Octopusbd,domain_inferred,https://www.octopusbd.net/team,,,,,,,,"hiring, no hiring, no hiring page",Openning: no hiring page found,,,,,octopusbd.net,1191,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0132,Ollyo,explicit,https://ollyo.com,,,,,,,,,,,,,,ollyo.com,176,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0374,Omegaeximltd,domain_inferred,,https://www.omegaeximltd.com/career/,,,,,,,,Openning: cloud solution,,,,,omegaeximltd.com,481,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0099,Omegasolution BD,explicit,https://omegasolutionbd.com,,,,,,,,,Comment: can not find urll,https://omegasolutionbd.com/,,,,omegasolutionbd.com,130; 1286,2,YES,Multiple different explicit company names merged,NO,,YES,MANUAL_REVIEW
C0576,Omnixima,domain_inferred,https://career.omnixima.com/#vacancies,,,,,,,,,Tech Stack: https://www.facebook.com/omnixima/,,,,,omnixima.com,703,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0852,Omukk,domain_inferred,,https://omukk.dev/careers/,,,,django,,,,Tech Stack: django,,,,,omukk.dev,1015,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0793,Oneictltd,domain_inferred,,https://www.oneictltd.com/careers,,,,,,,,Openning: try,,,,,oneictltd.com,943,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0790,Onelittleweb,domain_inferred,,https://onelittleweb.com/careers/,,,,,,,,Openning: try,,,,,onelittleweb.com,940,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0850,Oneworldinfotech,linkedin_inferred,,,https://www.linkedin.com/company/oneworldinfotech/,,,cyber,,,,Tech Stack: cyber sequrity,,,,,,1013,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0015,OnnoRokom Software,explicit,https://onnorokomsoftware.com/,,,info@onnorokomsoftware.com,,,,,,Location: info@onnorokomsoftware.com,https://onnorokomsoftware.com,,,,onnorokomsoftware.com,31; 211,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0804,Onnorokomprojukti,domain_inferred,,https://onnorokomprojukti.com/Career,,,,,,,,Tech Stack: try,,,,,onnorokomprojukti.com,957,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0167,ONTIK Technology,explicit,https://www.ontiktechnology.com,https://www.ontiktechnology.com/career,,,,node js,,,must try,Openning: node js | Specialization They Need: must try,,,,,ontiktechnology.com,228; 946,2,NO,,NO,,YES,MONITOR_READY
C0747,Opediatech,linkedin_inferred,,,https://www.linkedin.com/company/opediatech/,,,,4.0,,,Specialization They Need: 4 emp,,,,,,892,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
